UID,window_0,window_1,window_2,window_3,window_4,window_5,window_6,window_7,window_8,window_9,window_10,window_11,window_12,window_13,window_14,window_15,window_16,window_17,window_18,window_19,window_20,window_21,window_22,window_23,window_24,window_25,window_26,window_27,window_28,window_29,window_30,window_31,window_32,window_33,window_34,window_35,window_36,window_37,window_38,window_39,window_40,window_41,window_42,window_43,window_44,window_45,window_46,window_47,window_48,window_49,window_50,window_51,window_52,window_53,window_54,window_55,window_56,window_57,window_58,window_59,window_60,window_61,window_62,window_63,window_64,window_65,window_66,window_67,window_68,window_69,window_70,window_71,window_72,window_73,window_74,window_75,window_76,window_77,window_78,window_79,window_80,window_81,window_82,window_83,window_84,window_85,window_86,window_87,window_88,window_89,window_90,window_91,window_92,window_93,window_94,window_95,window_96,window_97,window_98,window_99
45_S19978_I26138,0.051993370056152344,0.08027160167694092,0.07813882827758789,0.08267068862915039,0.039685845375061035,0.04499626159667969,0.06693446636199951,0.07119250297546387,0.09601342678070068,0.06830132007598877,0.06482553482055664,0.07982277870178223,0.07379293441772461,0.07679462432861328,0.11144781112670898,0.11312639713287354,0.06053447723388672,0.16478073596954346,0.07755482196807861,0.06848597526550293,0.06533658504486084,0.08598208427429199,0.09034931659698486,0.13702142238616943,0.08338189125061035,0.08200371265411377,0.07415437698364258,0.11918365955352783,0.12794208526611328,0.06986486911773682,-0.0101546049118042,0.09763777256011963,0.07727253437042236,0.08257555961608887,0.03470301628112793,0.06854546070098877,0.03903329372406006,0.07249093055725098,0.1481919288635254,0.11146295070648193,0.0021677017211914062,0.09771907329559326,0.08601713180541992,0.07616996765136719,0.08224964141845703,0.10583412647247314,0.04589056968688965,0.032317280769348145,0.1605771780014038,0.09886664152145386,0.02403116226196289,0.06492137908935547,0.06538748741149902,0.08344817161560059,0.0660475492477417,0.03252410888671875,0.03548240661621094,0.11104810237884521,0.1341850757598877,0.07984793186187744,0.012226581573486328,0.07106399536132812,0.02103400230407715,-0.05614972114562988,0.03383898735046387,0.03875076770782471,0.0375591516494751,0.026673316955566406,0.08403229713439941,0.07748448848724365,0.03429698944091797,0.042557477951049805,0.04692339897155762,-0.014255523681640625,-0.011512517929077148,0.018880009651184082,0.01015019416809082,-0.02357172966003418,0.09254592657089233,0.06394755840301514,0.043077707290649414,0.04347586631774902,0.010863304138183594,-0.029601454734802246,0.03128385543823242,0.04864656925201416,0.08784747123718262,0.0800708532333374,0.04057717323303223,0.06521439552307129,0.07734894752502441,0.059249043464660645,0.07730591297149658,0.05089259147644043,0.0904761552810669,0.05660438537597656,0.06802582740783691,0.10136735439300537,0.06772077083587646,0.09199148416519165
45_S19978_I26138,0.051993370056152344,0.08027160167694092,0.07813882827758789,0.08267068862915039,0.039685845375061035,0.04499626159667969,0.06693446636199951,0.07119250297546387,0.09601342678070068,0.06830132007598877,0.06482553482055664,0.07982277870178223,0.07379293441772461,0.07679462432861328,0.11144781112670898,0.11312639713287354,0.06053447723388672,0.16478073596954346,0.07755482196807861,0.06848597526550293,0.06533658504486084,0.08598208427429199,0.09034931659698486,0.13702142238616943,0.08338189125061035,0.08200371265411377,0.07415437698364258,0.11918365955352783,0.12794208526611328,0.06986486911773682,-0.0101546049118042,0.09763777256011963,0.07727253437042236,0.08257555961608887,0.03470301628112793,0.06854546070098877,0.03903329372406006,0.07249093055725098,0.1481919288635254,0.11146295070648193,0.0021677017211914062,0.09771907329559326,0.08601713180541992,0.07616996765136719,0.08224964141845703,0.10583412647247314,0.04589056968688965,0.032317280769348145,0.1605771780014038,0.09886664152145386,0.02403116226196289,0.06492137908935547,0.06538748741149902,0.08344817161560059,0.0660475492477417,0.03252410888671875,0.03548240661621094,0.11104810237884521,0.1341850757598877,0.07984793186187744,0.012226581573486328,0.07106399536132812,0.02103400230407715,-0.05614972114562988,0.03383898735046387,0.03875076770782471,0.0375591516494751,0.026673316955566406,0.08403229713439941,0.07748448848724365,0.03429698944091797,0.042557477951049805,0.04692339897155762,-0.014255523681640625,-0.011512517929077148,0.018880009651184082,0.01015019416809082,-0.02357172966003418,0.09254592657089233,0.06394755840301514,0.043077707290649414,0.04347586631774902,0.010863304138183594,-0.029601454734802246,0.03128385543823242,0.04864656925201416,0.08784747123718262,0.0800708532333374,0.04057717323303223,0.06521439552307129,0.07734894752502441,0.059249043464660645,0.07730591297149658,0.05089259147644043,0.0904761552810669,0.05660438537597656,0.06802582740783691,0.10136735439300537,0.06772077083587646,0.09199148416519165
102_S54591_I114997,-0.044947683811187744,-0.03775811195373535,-0.048069775104522705,-0.05666780471801758,-0.06839042901992798,-0.05730485916137695,-0.061379313468933105,-0.0597115159034729,-0.06522148847579956,-0.06353485584259033,-0.08049118518829346,-0.05771428346633911,-0.003099679946899414,-0.024799704551696777,-0.010425865650177002,-0.03804546594619751,-0.03784644603729248,-0.05651557445526123,-0.04197382926940918,-0.07163006067276001,-0.07638216018676758,-0.04253721237182617,-0.06744891405105591,-0.08425319194793701,-0.05947393178939819,-0.04862946271896362,-0.02311241626739502,-0.032805025577545166,-0.05561470985412598,-0.06409966945648193,-0.06538444757461548,-0.052890896797180176,-0.07274192571640015,-0.02276819944381714,-0.05706232786178589,-0.07225418090820312,-0.09264272451400757,-0.053964197635650635,-0.03522992134094238,-0.07084476947784424,-0.053704917430877686,-0.046608805656433105,-0.04944753646850586,-0.046034395694732666,-0.02156198024749756,-0.04541444778442383,-0.03782057762145996,-0.003264188766479492,-0.060575246810913086,-0.04567807912826538,-0.05141317844390869,-0.06578224897384644,-0.05836331844329834,0.00014710426330566406,-0.03128105401992798,-0.03911328315734863,-0.04394561052322388,-0.009221792221069336,-0.039685606956481934,-0.012975215911865234,-0.06339466571807861,-0.08252072334289551,-0.0258750319480896,-0.06452494859695435,-0.06429219245910645,-0.07164937257766724,-0.055352866649627686,-0.07061320543289185,-0.013908088207244873,-0.040862202644348145,-0.039560794830322266,-0.06729716062545776,-0.09308171272277832,-0.07087868452072144,-0.03608548641204834,-0.05696737766265869,-0.03908240795135498,-0.01401221752166748,-0.03114783763885498,-0.06818372011184692,-0.055365145206451416,-0.09785187244415283,-0.059521496295928955,-0.06593835353851318,-0.05880320072174072,-0.05658143758773804,-0.03646034002304077,-0.022846519947052002,-0.07215207815170288,-0.05645173788070679,-0.05786222219467163,-0.07417678833007812,-0.06972408294677734,-0.047986626625061035,-0.026256442070007324,-0.03909468650817871,-0.07981681823730469,-0.07442909479141235,-0.0617372989654541,-0.0593106746673584
160_S38908_I71849,-0.06816071271896362,-0.0920979380607605,-0.09045666456222534,-0.0659981369972229,-0.04258352518081665,-0.05305415391921997,-0.036951661109924316,-0.061875879764556885,-0.05790752172470093,-0.04622906446456909,-0.05289179086685181,-0.11789578199386597,-0.09947890043258667,-0.10934776067733765,-0.09028714895248413,-0.11006778478622437,-0.10566061735153198,-0.03556722402572632,-0.05233055353164673,-0.03979998826980591,-0.0829039216041565,-0.047898054122924805,-0.13664311170578003,-0.11762970685958862,-0.1027342677116394,-0.0351220965385437,-0.06921392679214478,-0.10189718008041382,-0.08674997091293335,-0.08067864179611206,-0.135492742061615,-0.05825525522232056,-0.07927864789962769,-0.0798909068107605,-0.02941352128982544,-0.06122642755508423,-0.07078462839126587,-0.07256889343261719,-0.06699782609939575,-0.06962066888809204,-0.1744866967201233,-0.0390966534614563,-0.07199472188949585,-0.0756102204322815,-0.040775418281555176,-0.09657043218612671,-0.1125841736793518,-0.05430489778518677,-0.04890221357345581,-0.053280651569366455,-0.13564294576644897,-0.08902090787887573,-0.0600469708442688,-0.050016820430755615,-0.0404391884803772,-0.08402031660079956,-0.15368086099624634,-0.0863756537437439,-0.06327134370803833,-0.10287493467330933,-0.15536946058273315,-0.06240564584732056,-0.07443970441818237,-0.10010784864425659,-0.0809202790260315,-0.04635244607925415,-0.061477839946746826,-0.12569409608840942,-0.15318578481674194,-0.06101870536804199,-0.08986109495162964,-0.04173082113265991,-0.017442822456359863,-0.08395057916641235,-0.10955768823623657,-0.08890599012374878,-0.02646881341934204,-0.06844359636306763,-0.07355612516403198,-0.07755082845687866,-0.10745829343795776,-0.061636924743652344,-0.10502046346664429,-0.15381187200546265,-0.14670222997665405,-0.05692929029464722,-0.05619591474533081,-0.09902089834213257,-0.09448152780532837,-0.0642465353012085,-0.08182066679000854,-0.0570492148399353,-0.07697612047195435,-0.09631091356277466,-0.04412311315536499,-0.07346385717391968,-0.05847269296646118,-0.0903971791267395,-0.08375829458236694,-0.06694579124450684
147_S57626_I122112,-0.027248859405517578,-0.01696455478668213,-0.06653928756713867,0.022452354431152344,0.02170085906982422,0.03456294536590576,0.022539138793945312,0.02290785312652588,0.001868128776550293,0.001320481300354004,0.03572404384613037,0.036704182624816895,0.03639674186706543,0.036287665367126465,0.03188943862915039,0.05089545249938965,0.03441977500915527,0.07927286624908447,0.034531474113464355,0.01956784725189209,-0.018778681755065918,0.005146980285644531,0.008983492851257324,0.016237735748291016,0.05039525032043457,0.04172873497009277,0.038462162017822266,0.05369162559509277,0.02626359462738037,0.023275375366210938,-0.0017633438110351562,8.428096771240234e-05,0.005640625953674316,-0.07063889503479004,-0.10963082313537598,-0.04442930221557617,-0.08156824111938477,0.059110045433044434,0.04907715320587158,0.0586855411529541,-0.015030503273010254,0.0013719797134399414,-0.044733405113220215,0.0035982131958007812,0.019162535667419434,-0.02723860740661621,-0.06909310817718506,0.05674552917480469,0.028654098510742188,0.043378472328186035,-0.004067182540893555,-0.0036536455154418945,-0.06606793403625488,0.05103325843811035,-0.12152385711669922,-0.11038351058959961,-0.030794143676757812,0.041565537452697754,0.03932201862335205,0.013463735580444336,0.00014412403106689453,-0.009420394897460938,0.0270463228225708,-0.05646181106567383,-0.03747355937957764,0.00013911724090576172,0.016937255859375,0.05425131320953369,0.03806662559509277,0.04952061176300049,0.04251813888549805,0.03663897514343262,0.011121273040771484,0.0643390417098999,-0.010543465614318848,-0.08416604995727539,0.001013040542602539,0.058619022369384766,0.07679057121276855,0.0636296272277832,0.02620840072631836,0.037692904472351074,0.041037678718566895,0.04948258399963379,0.049986839294433594,-0.07313311100006104,0.002675771713256836,0.0646321177482605,0.02919292449951172,0.04293239116668701,0.01960623264312744,-0.028215765953063965,0.026036620140075684,0.022593021392822266,0.06513667106628418,0.04568135738372803,0.0426713228225708,0.02976202964782715,0.02745342254638672,-0.02173769474029541
133_S48531_I101816,-0.06307756900787354,-0.06314003467559814,-0.05599772930145264,-0.05258738994598389,-0.06256186962127686,-0.014306426048278809,-0.07698285579681396,-0.04513084888458252,-0.07283365726470947,-0.06672286987304688,-0.04002922773361206,-0.03849136829376221,-0.01953125,-0.026988446712493896,-0.01593947410583496,-0.020450592041015625,-0.02818894386291504,-0.02951967716217041,-0.04674530029296875,-0.031184077262878418,-0.04350721836090088,0.022601962089538574,-0.034850358963012695,-0.047165632247924805,-0.02563774585723877,-0.0028389692306518555,0.014041304588317871,-0.006069183349609375,-0.023594677448272705,-0.033233582973480225,-0.09456634521484375,-0.007565975189208984,-0.0357203483581543,0.020383119583129883,-0.046930909156799316,-0.11148428916931152,-0.06350123882293701,-0.08693540096282959,-0.0522693395614624,-0.042705655097961426,-0.07395648956298828,-0.015216350555419922,-0.044573187828063965,-0.08516991138458252,-0.14023923873901367,-0.12174630165100098,-0.12069284915924072,-0.06151103973388672,-0.05500960350036621,-0.08295655250549316,-0.10728669166564941,-0.08048033714294434,-0.007681071758270264,-0.056406378746032715,-0.1380455493927002,-0.03527611494064331,0.0004082918167114258,-0.05403637886047363,-0.06167340278625488,-0.053273558616638184,-0.03411722183227539,-0.012692093849182129,-0.05275750160217285,-0.10771620273590088,-0.0476306676864624,-0.03242599964141846,0.0004165172576904297,-0.0052384138107299805,-0.04547584056854248,-0.019190430641174316,-0.08774816989898682,-0.07252907752990723,-0.05387377738952637,-0.08711564540863037,-0.0723341703414917,-0.047620177268981934,0.00013363361358642578,-0.03669571876525879,-0.0455092191696167,-0.03830409049987793,-0.05450320243835449,-0.06561791896820068,-0.06247258186340332,-0.03537172079086304,-0.04690086841583252,-0.056467294692993164,-0.04727375507354736,-0.021918296813964844,-0.008832693099975586,-0.010918498039245605,-0.04864323139190674,-0.06569314002990723,-0.041462481021881104,-0.03173565864562988,-0.039000749588012695,-0.042580604553222656,0.0028540492057800293,-0.015518665313720703,-0.005276679992675781,0.007005929946899414
29_S56795_I118540,-0.11478030681610107,-0.12404274940490723,-0.15630078315734863,-0.12527692317962646,-0.11764752864837646,-0.1398613452911377,-0.10456395149230957,-0.09480512142181396,-0.09105408191680908,-0.1039050817489624,-0.08375275135040283,-0.04393601417541504,-0.04548799991607666,-0.08598029613494873,-0.07988417148590088,-0.13474595546722412,-0.04852139949798584,-0.03477621078491211,-0.07211840152740479,-0.05505943298339844,-0.05386078357696533,-0.05071842670440674,-0.07719910144805908,-0.061394691467285156,-0.15835440158843994,-0.1733466386795044,-0.08391988277435303,-0.10786104202270508,-0.09891045093536377,-0.11190140247344971,-0.07362687587738037,-0.037912845611572266,-0.09296023845672607,-0.17888915538787842,-0.15223157405853271,-0.16991329193115234,-0.1785358190536499,-0.1094290018081665,-0.0747150182723999,-0.08817553520202637,-0.09313428401947021,-0.054380178451538086,-0.07863867282867432,-0.17883670330047607,-0.11989700794219971,-0.16425824165344238,-0.16807544231414795,-0.1410161256790161,-0.09513068199157715,-0.08207082748413086,-0.08280980587005615,-0.053421735763549805,-0.10582363605499268,-0.11322355270385742,-0.21544253826141357,-0.18567168712615967,-0.1839057207107544,-0.10252273082733154,-0.08771109580993652,-0.08160746097564697,-0.06030142307281494,-0.08147609233856201,-0.13354861736297607,-0.19359540939331055,-0.15125620365142822,-0.18465399742126465,-0.14577019214630127,-0.12996351718902588,-0.12496566772460938,-0.09537315368652344,-0.04698216915130615,-0.07124388217926025,-0.11420667171478271,-0.22106397151947021,-0.1420348882675171,-0.14467668533325195,-0.14136719703674316,-0.1390146017074585,-0.1380476951599121,-0.08588993549346924,-0.05329728126525879,-0.11716306209564209,-0.10957217216491699,-0.10948479175567627,-0.12218332290649414,-0.10511672496795654,-0.087898850440979,-0.03482067584991455,-0.09118211269378662,-0.10468518733978271,-0.10505664348602295,-0.12129604816436768,-0.11802542209625244,-0.10068202018737793,-0.10915863513946533,-0.10549163818359375,-0.051175475120544434,-0.04694688320159912,-0.05558335781097412,-0.07101929187774658
2_S48531_I101816,0.005545258522033691,0.010390639305114746,0.020963430404663086,0.03262066841125488,0.028814196586608887,0.02909994125366211,0.010830044746398926,0.019803166389465332,-0.06175804138183594,-0.009064912796020508,0.00792992115020752,0.0162355899810791,0.04157757759094238,0.0018694400787353516,0.023640990257263184,-0.04945218563079834,-0.06689333915710449,-0.041373372077941895,-0.06249094009399414,-0.007264256477355957,0.07402825355529785,0.0031393766403198242,-0.009250402450561523,-0.016478776931762695,0.019657611846923828,-0.058679938316345215,-0.04590463638305664,-0.02473592758178711,-0.004916667938232422,-0.029045820236206055,0.0059844255447387695,0.07200753688812256,0.06922531127929688,0.05206942558288574,0.01135873794555664,0.07751810550689697,0.04179215431213379,0.007409930229187012,-0.037282705307006836,-0.007532477378845215,-0.05864977836608887,0.015663743019104004,0.04377460479736328,0.04147160053253174,-0.04631519317626953,0.02864384651184082,0.06392121315002441,-0.018968582153320312,0.007126808166503906,0.0073735713958740234,-0.004485964775085449,-0.0186692476272583,-0.002127528190612793,0.036243438720703125,0.01930844783782959,0.03109753131866455,0.015101194381713867,0.03064727783203125,-0.027067184448242188,0.052033066749572754,-0.04716336727142334,-0.010114669799804688,0.029857873916625977,0.025452852249145508,-0.018364906311035156,-0.003812074661254883,0.0007799863815307617,-0.014829635620117188,-0.01749134063720703,0.02709197998046875,-0.09903979301452637,0.0096360445022583,-0.06682491302490234,-0.06435441970825195,-0.003831624984741211,-0.06656360626220703,-0.017966151237487793,-0.05475020408630371,0.011744379997253418,0.03086233139038086,-0.055200815200805664,0.041841864585876465,-0.05734443664550781,0.018945932388305664,0.0212632417678833,0.026486873626708984,0.01907062530517578,0.011841177940368652,0.02858257293701172,0.005185127258300781,0.022075891494750977,-0.01383352279663086,-0.01826000213623047,-0.033841729164123535,0.014693140983581543,0.029258370399475098,-0.021193981170654297,-0.013128519058227539,0.015996456146240234,-0.011262893676757812
74_S72361_I153068,-0.06788402795791626,-0.05167108774185181,-0.05329543352127075,-0.04261809587478638,-0.016555845737457275,0.005398213863372803,0.04478365182876587,-0.07819348573684692,-0.044061362743377686,-0.03850901126861572,-0.02177518606185913,-0.01674753427505493,0.03433030843734741,-0.06254822015762329,-0.023336589336395264,-0.021173298358917236,0.024020612239837646,-0.06944411993026733,-0.04828733205795288,-0.03367382287979126,-0.0349653959274292,0.014514446258544922,-0.033540308475494385,0.042832911014556885,-0.027771413326263428,-0.03522700071334839,0.0005654692649841309,0.019626319408416748,-0.0003768801689147949,-0.027199089527130127,-0.031115949153900146,0.011820375919342041,0.07192689180374146,-0.010267674922943115,-0.031238317489624023,-0.04372650384902954,-0.028736650943756104,-0.023982107639312744,-0.01882380247116089,-0.06321567296981812,-0.02090376615524292,-0.0016818642616271973,-0.017631709575653076,-0.01903003454208374,-0.018371522426605225,-0.036816418170928955,-0.043972671031951904,-0.02407008409500122,-0.0547756552696228,0.006977260112762451,-0.03325909376144409,-0.005439698696136475,-0.01765662431716919,-0.009903371334075928,-0.03756004571914673,0.006599903106689453,0.055009543895721436,-0.02269524335861206,-0.005994260311126709,-0.03928309679031372,-0.019466102123260498,-0.03431016206741333,0.02513831853866577,0.014222919940948486,-0.04214853048324585,0.003447592258453369,-0.020115256309509277,-0.10650235414505005,-0.073788583278656,-0.02255004644393921,-0.010719478130340576,-0.04749244451522827,-0.08450061082839966,-0.049545466899871826,-0.03736597299575806,-0.010669112205505371,-0.0011646151542663574,-0.09770828485488892,-0.1106526255607605,0.009306788444519043,-0.02901703119277954,-0.03121209144592285,-0.04097020626068115,-0.004238784313201904,-0.04715532064437866,0.03269296884536743,0.00999361276626587,-0.04989129304885864,-0.10140413045883179,-0.01017838716506958,-0.02981942892074585,-0.048932015895843506,-0.0468105673789978,0.026047945022583008,-0.0064629316329956055,0.01985609531402588,0.025651514530181885,-0.015726745128631592,-0.06355530023574829,-0.0008588433265686035
85_S33972_I57662,-0.04721510410308838,-0.016255497932434082,-0.022455215454101562,0.021134614944458008,0.0012509822845458984,0.06411433219909668,-0.056060791015625,-0.014899015426635742,-0.02423238754272461,-0.03844332695007324,-0.029798507690429688,-0.03482389450073242,-0.10619974136352539,0.0024404525756835938,-0.025444746017456055,-0.021409988403320312,-0.011011838912963867,0.013484477996826172,-0.03604936599731445,-0.008510828018188477,-0.08722066879272461,-0.009698271751403809,-0.06017923355102539,0.04353642463684082,0.05048489570617676,0.023618698120117188,-0.0018856525421142578,-0.1296776533126831,-0.0326085090637207,-0.04656076431274414,-0.013362646102905273,0.0003451108932495117,0.03836190700531006,0.0586237907409668,0.08173036575317383,0.053583383560180664,0.009688258171081543,0.00585627555847168,0.07315564155578613,0.01804971694946289,-0.08345901966094971,-0.01179194450378418,-0.01265859603881836,0.029067635536193848,0.07072734832763672,0.05167055130004883,0.11058330535888672,0.09322810173034668,0.011801004409790039,0.06934845447540283,0.0035119056701660156,-0.09166610240936279,-0.026311159133911133,0.032868385314941406,0.11062848567962646,0.08897638320922852,0.021791458129882812,0.08284890651702881,0.017201781272888184,0.03164029121398926,-0.007748842239379883,-0.004836082458496094,-0.019637584686279297,-0.04339325428009033,-0.0037262439727783203,0.009921789169311523,-0.03236889839172363,0.016714930534362793,0.014060020446777344,0.051841139793395996,0.004881620407104492,-0.019516468048095703,-0.04317665100097656,-0.02448415756225586,0.023114681243896484,0.06692707538604736,-0.020304083824157715,0.03374910354614258,0.021739959716796875,0.009389877319335938,-0.0026040077209472656,-0.010371923446655273,-0.0027208328247070312,-0.062410593032836914,-0.004431724548339844,0.003100156784057617,0.01572132110595703,-0.007768988609313965,7.3909759521484375e-06,0.05163073539733887,0.011688947677612305,-0.036737680435180664,0.0026825666427612305,-0.0047261714935302734,0.029558658599853516,-0.05852341651916504,-0.010702848434448242,-0.03161191940307617,0.02160811424255371,0.019982576370239258
